-48.431359 -0.384179 52172.23615 19.918 0.041 52172.237816 18.691 0.009 52172.234483 18.52 0.009 52172.235316 18.458 0.01 52172.236983 18.437 0.029
-48.431359 -0.384179 52577.07333 19.765 0.037 52577.074996 18.527 0.007 52577.071663 18.365 0.009 52577.072496 18.314 0.01 52577.074163 18.339 0.033
-48.431359 -0.384179 52930.086661 20.079 0.044 52930.088327 18.781 0.009 52930.084994 18.563 0.009 52930.085827 18.478 0.01 52930.087494 18.457 0.03
-48.431359 -0.384179 52931.087492 19.828 0.038 52931.089158 18.547 0.008 52931.085825 18.405 0.008 52931.086658 18.361 0.01 52931.088325 18.374 0.029
-48.431359 -0.384179 52935.084456 20.113 0.046 52935.086122 18.835 0.009 52935.082789 18.603 0.009 52935.083622 18.532 0.011 52935.085289 18.47 0.033
-48.431359 -0.384179 53313.077658 20.106 0.063 53313.079324 18.907 0.011 53313.075991 18.675 0.012 53313.076824 18.526 0.014 53313.078491 -99.99 0.05
-48.431359 -0.384179 53622.186905 19.861 0.055 53622.188571 18.586 0.009 53622.185238 18.436 0.009 53622.186071 18.366 0.011 53622.187738 18.366 0.037
-48.431359 -0.384179 53625.182871 20.154 0.054 53625.184537 18.957 0.011 53625.181204 18.687 0.01 53625.182037 18.581 0.011 53625.183704 18.513 0.03
-48.431359 -0.384179 53634.136375 20.046 0.106 53634.138041 -99.99 0.017 53634.134708 -99.99 0.015 53634.135541 18.495 0.016 53634.137208 -99.99 0.052
-48.431359 -0.384179 53636.141906 20.106 0.049 53636.143572 18.846 0.009 53636.140239 18.629 0.009 53636.141072 18.55 0.011 53636.142739 18.534 0.032
-48.431359 -0.384179 53645.201576 19.718 0.042 53645.203242 18.529 0.008 53645.199909 18.389 0.008 53645.200742 18.355 0.01 53645.202409 18.307 0.027
-48.431359 -0.384179 53655.113912 20.088 0.069 53655.115578 18.942 0.013 53655.112245 18.678 0.011 53655.113078 18.568 0.012 53655.114745 18.488 0.031
-48.431359 -0.384179 53657.201331 -99.99 0.197 53657.202997 -99.99 0.029 53657.199664 -99.99 0.026 53657.200497 -99.99 0.033 53657.202164 -99.99 0.084
-48.431359 -0.384179 53664.138871 19.653 0.054 53664.140537 18.432 0.01 53664.137204 18.298 0.009 53664.138037 18.275 0.011 53664.139704 18.233 0.031
-48.431359 -0.384179 53666.102471 19.887 0.04 53666.104137 18.586 0.008 53666.100804 18.428 0.009 53666.101637 18.392 0.01 53666.103304 18.315 0.033
-48.431359 -0.384179 53669.098111 19.885 0.04 53669.099777 18.629 0.008 53669.096444 18.45 0.009 53669.097277 18.383 0.01 53669.098944 18.325 0.026
-48.431359 -0.384179 53674.082345 20.272 0.056 53674.084011 18.935 0.009 53674.080678 18.656 0.01 53674.081511 18.579 0.013 53674.083178 18.494 0.033
-48.431359 -0.384179 53681.135242 19.787 0.078 53681.136908 -99.99 0.023 53681.133575 18.309 0.014 53681.134408 18.272 0.017 53681.136075 18.4 0.11
-48.431359 -0.384179 53685.094283 19.775 0.117 53685.095949 18.658 0.02 53685.092616 18.48 0.02 53685.093449 18.452 0.016 53685.095116 18.419 0.044
-48.431359 -0.384179 53687.132636 20.009 0.137 53687.134302 18.585 0.015 53687.130969 18.415 0.012 53687.131802 18.372 0.012 53687.133469 18.322 0.033
-48.431359 -0.384179 53694.108179 19.902 0.098 53694.109845 -99.99 0.011 53694.106512 -99.99 0.014 53694.107345 -99.99 0.016 53694.109012 -99.99 0.064
-48.431359 -0.384179 53697.092264 20.198 0.186 53697.09393 18.937 0.03 53697.090597 18.637 0.033 53697.09143 18.433 0.033 53697.093097 18.574 0.138
-48.431359 -0.384179 53700.091227 19.731 0.043 53700.092893 18.478 0.008 53700.08956 18.355 0.008 53700.090393 18.33 0.01 53700.09206 18.299 0.031
-48.431359 -0.384179 53705.077896 19.905 0.049 53705.079562 18.608 0.008 53705.076229 18.413 0.009 53705.077062 18.357 0.011 53705.078729 18.286 0.031
-48.431359 -0.384179 53975.162889 20.032 0.047 53975.164555 18.734 0.008 53975.161222 18.562 0.015 53975.162055 18.428 0.012 53975.163722 18.402 0.034
-48.431359 -0.384179 53998.138237 19.829 0.035 53998.139904 18.566 0.009 53998.13657 18.366 0.014 53998.137404 -99.99 0.011 53998.13907 18.313 0.023
-48.431359 -0.384179 54005.175492 20.183 0.042 54005.177158 18.93 0.014 54005.173825 18.664 0.012 54005.174658 18.602 0.013 54005.176325 18.51 0.028
-48.431359 -0.384179 54010.123715 19.881 0.048 54010.125382 18.7 0.014 54010.122049 18.523 0.013 54010.122882 18.455 0.014 54010.124549 18.451 0.027
-48.431359 -0.384179 54012.116562 20.142 0.091 54012.118229 18.835 0.024 54012.114895 18.656 0.015 54012.115729 18.55 0.014 54012.117395 18.454 0.032
-48.431359 -0.384179 54020.122539 20.128 0.049 54020.124206 18.927 0.009 54020.120873 18.645 0.008 54020.121706 18.524 0.014 54020.123373 18.491 0.033
-48.431359 -0.384179 54022.171823 20.269 0.061 54022.17349 18.946 0.014 54022.170156 18.677 0.016 54022.17099 18.556 0.017 54022.172656 18.54 0.03
